SAMPLE	SESSION	VEG	DAY	MONTH	YEAR	WEB	NIGHT	TRAP	CAPT	TAG	SPP	AGE	SEX	REPROD	WT	NOTES	Stapp comments
1	Sep-94	SHRUB	29	8	1994	24NE	1	30	N		DIOR	A	M	N	65		
1	Sep-94	SHRUB	29	8	1994	24NE	1	39	N	1026	DIOR	A	M	N	52		
1	Sep-94	SHRUB	29	8	1994	24NE	1	48	N	1025	DIOR	A	F	N	84		
1	Sep-94	SHRUB	29	8	1994	24NE	1	57	N		DIOR	A	M	N	86		
1	Sep-94	SHRUB	29	8	1994	24NE	1	84	N		DIOR	S	F	N	58		
1	Sep-94	SHRUB	29	8	1994	24NE	1	100	N		DIOR	A	.	.		ESCAPED	
1	Sep-94	SHRUB	29	8	1994	24NE	1	43	N		ONLE	A	M	.	27		
1	Sep-94	SHRUB	29	8	1994	24NE	1	36	N	1001	ONLE	A	M	N	32		
1	Sep-94	SHRUB	29	8	1994	24NE	1	101	N	1021	ONLE	A	F	N	29		
1	Sep-94	SHRUB	29	8	1994	24NE	1	106	N	1004	ONLE	A	M	N	32		
1	Sep-94	SHRUB	29	8	1994	24NE	1	107	N		ONLE	A	F	N	33		
1	Sep-94	SHRUB	29	8	1994	24NE	1	108	N		ONLE	A	M	N	27		
1	Sep-94	SHRUB	29	8	1994	24NE	1	40	N	1012	PEMA	A	M	N	24		
1	Sep-94	SHRUB	29	8	1994	24NE	1	95	N		PEMA	A	M	N	17		
1	Sep-94	SHRUB	29	8	1994	24NE	1	113	N		PEMA	A	M	N	19		
1	Sep-94	SHRUB	29	8	1994	24NE	1	110	N		PEMA	A	F	N	18		
1	Sep-94	GRASS	29	8	1994	26NW	1	13	N		PEMA	A	M	N	22		
1	Sep-94	GRASS	29	8	1994	27NE	1	87	N		ONLE	A	F	N	28.5		
1	Sep-94	SHRUB	30	8	1994	24NE	2	48	N	1002	DIOR	A	M	R	84		
1	Sep-94	SHRUB	30	8	1994	24NE	2	15	N		DIOR	A	F	N	59		
1	Sep-94	SHRUB	30	8	1994	24NE	2	38	R	1026	DIOR	A	M	R			
1	Sep-94	SHRUB	30	8	1994	24NE	2	69	R		DIOR	A	F	.			
1	Sep-94	SHRUB	30	8	1994	24NE	2	87	R		DIOR	A	F	.			
1	Sep-94	SHRUB	30	8	1994	24NE	2	66	N	1019	ONLE	A	M	N	24		
1	Sep-94	SHRUB	30	8	1994	24NE	2	7	N		ONLE	A	F	N	33		
1	Sep-94	SHRUB	30	8	1994	24NE	2	13	N		ONLE	S	M	N	20		
1	Sep-94	SHRUB	30	8	1994	24NE	2	56	R		ONLE	.	.	.	31	ESCAPED	
1	Sep-94	SHRUB	30	8	1994	24NE	2	90	R	1021	ONLE	.	.	.			
1	Sep-94	SHRUB	30	8	1994	24NE	2	100	R		ONLE	A	M	.			
1	Sep-94	SHRUB	30	8	1994	24NE	2	120	R		ONLE	A	M	.			
1	Sep-94	SHRUB	30	8	1994	24NE	2	116	N		PEMA	J	M	N	10		
1	Sep-94	SHRUB	30	8	1994	24NE	2	96	R		PEMA	A	M	.			
1	Sep-94	SHRUB	30	8	1994	24NE	2	115	R		PEMA	A	M	N			
1	Sep-94	GRASS	30	8	1994	26NW	2	20	N		ONLE	A	M	R	33		
1	Sep-94	GRASS	30	8	1994	26NW	2	43	N		REMO	A	F	N	13.5		
1	Sep-94	GRASS	30	8	1994	27NE	2	29	N		ONLE	A	F	R	26		
1	Sep-94	GRASS	30	8	1994	27NE	2	85	N		ONLE	A	F	N	26.5		
1	Sep-94	SHRUB	31	8	1994	24NE	3	99	N		DIOR	A	M	R	70		
1	Sep-94	SHRUB	31	8	1994	24NE	3	9	N		DIOR	.	.	.	67		
1	Sep-94	SHRUB	31	8	1994	24NE	3	36	R		DIOR	.	.	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	48	R	1025	DIOR	.	.	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	70	R		DIOR	.	F	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	93	R		DIOR	.	.	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	27	R		ONLE	A	M	N			
1	Sep-94	SHRUB	31	8	1994	24NE	3	42	R	1019	ONLE	.	.	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	43	R	1004	ONLE	.	.	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	5	R		ONLE	A	F	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	119	R		ONLE	A	M	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	11	R	1021	ONLE	A	F	N			
1	Sep-94	SHRUB	31	8	1994	24NE	3	97	N		PEMA	A	M	N	26		
1	Sep-94	SHRUB	31	8	1994	24NE	3	8	N		PEMA	A	M	N	24		
1	Sep-94	SHRUB	31	8	1994	24NE	3	50	R	1012	PEMA	.	.	.			
1	Sep-94	SHRUB	31	8	1994	24NE	3	10	R		PEMA	A	F	N			
1	Sep-94	SHRUB	31	8	1994	24NE	3	3	R		PEMA	A	M	N			
1	Sep-94	GRASS	31	8	1994	26NW	3	105	N		ONLE	A	M	R	24		
1	Sep-94	GRASS	31	8	1994	26NW	3	17	N		ONLE	.	.	.		DIT-WEASEL?- NO NIGHT 4 CAPT	
1	Sep-94	GRASS	31	8	1994	27NE	3	27	N		ONLE	A	F	N	28		
1	Sep-94	GRASS	31	8	1994	27NE	3	80	N		ONLE	A	F	N	25		
1	Sep-94	GRASS	31	8	1994	27NE	3	54	R		ONLE	.	.	.			
1	Sep-94	GRASS	31	8	1994	27NE	3	78	N		PEMA	A	M	N	21		
1	Sep-94	SHRUB	1	9	1994	24NE	4	89	N		DIOR	A	F	N	61.5		
1	Sep-94	SHRUB	1	9	1994	24NE	4	17	R		DIOR	A	F	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	49	R		DIOR	A	F	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	67	R		DIOR	A	F	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	19	R		ONLE	S	M	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	43	R	1001	ONLE	A	M	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	56	R	1019	ONLE	A	M	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	80	R	1021	ONLE	A	F	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	99	R	1004	ONLE	A	M	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	120	R		ONLE	A	M	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	10	R		PEMA	A	M	N			
1	Sep-94	SHRUB	1	9	1994	24NE	4	104	R		PEMA	A	M	N			
1	Sep-94	GRASS	1	9	1994	27NE	4	64	N		ONLE	A	F	R	24		
1	Sep-94	GRASS	1	9	1994	27NE	4	87	R		ONLE	.	.	.			
1	Sep-94	GRASS	1	9	1994	27NE	4	80	R		ONLE	.	.	.			
1	Sep-94	SHRUB	5	9	1994	13NE	1	5	N		DIOR	A	F	N	63		
1	Sep-94	SHRUB	5	9	1994	13NE	1	36	N		DIOR	A	F	N	67		
1	Sep-94	SHRUB	5	9	1994	13NE	1	38	N	481	DIOR	A	F	N	79		
1	Sep-94	SHRUB	5	9	1994	13NE	1	28	N		ONLE	A	F	N	32		
1	Sep-94	SHRUB	5	9	1994	13NE	1	88	N	485	ONLE	A	F	N	30		
1	Sep-94	SHRUB	5	9	1994	13NE	1	49	N		ONLE	A	F	N	34		
1	Sep-94	SHRUB	5	9	1994	13NE	1	43	N		ONLE	A	M	N	32		
1	Sep-94	SHRUB	5	9	1994	13NE	1	31	N		ONLE	A	F	N	27		
1	Sep-94	SHRUB	5	9	1994	13NE	1	35	N		ONLE	A	F	N	25		
1	Sep-94	SHRUB	5	9	1994	13NE	1	29	N		PEMA	A	M	N	16		
1	Sep-94	SHRUB	5	9	1994	13NE	1	18	N	475	PEMA	A	M	N	32		
1	Sep-94	SHRUB	5	9	1994	13NE	1	70	N		PEMA	A	M	N	21		
1	Sep-94	SHRUB	5	9	1994	13NW	1	26	N		ONLE	S	F	N	22.5		
1	Sep-94	SHRUB	5	9	1994	13NW	1	25	N		ONLE	A	M	N	32		
1	Sep-94	SHRUB	5	9	1994	13NW	1	24	N		ONLE	A	F	R	29.5		
1	Sep-94	SHRUB	5	9	1994	13NW	1	53	N		ONLE	A	M	N	30.5		
1	Sep-94	SHRUB	5	9	1994	13NW	1	6	N		PEMA	A	F	N	21		
1	Sep-94	SHRUB	5	9	1994	13NW	1	107	N		PEMA	A	F	N	15		
1	Sep-94	SHRUB	5	9	1994	13NW	1	74	N		PEMA	A	M	N	19		
1	Sep-94	SHRUB	5	9	1994	13NW	1	75	N		PEMA	A	M	N	16		
1	Sep-94	GRASS	5	9	1994	25NE	1	56	N		ONLE	S	M	N	23		
1	Sep-94	SHRUB	6	9	1994	13NE	2	46	N		DIOR	A	M	N	75		
1	Sep-94	SHRUB	6	9	1994	13NE	2	6	R		DIOR	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	5	R		ONLE	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	114	R		ONLE	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	86	R		ONLE	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	52	R		ONLE	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	39	R		ONLE	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	63	N		PEMA	A	M	N	16		
1	Sep-94	SHRUB	6	9	1994	13NE	2	70	R		PEMA	.	.	.			
1	Sep-94	SHRUB	6	9	1994	13NE	2	124	N		REME	A	M	N	10		
1	Sep-94	SHRUB	6	9	1994	13NW	2	34	N		DIOR	A	F	N	65		
1	Sep-94	SHRUB	6	9	1994	13NW	2	19	N		DIOR	A	F	N	54		
1	Sep-94	SHRUB	6	9	1994	13NW	2	43	N		ONLE	S	M	N	21		
1	Sep-94	SHRUB	6	9	1994	13NW	2	40	R		ONLE	A	F	N			
1	Sep-94	SHRUB	6	9	1994	13NW	2	45	R		ONLE	A	F	N			
1	Sep-94	SHRUB	6	9	1994	13NW	2	44	R		ONLE	A	M	R			
1	Sep-94	SHRUB	6	9	1994	13NW	2	29	R		ONLE	A	M	N			
1	Sep-94	SHRUB	6	9	1994	13NW	2	64	N		PEMA	A	F	R			
1	Sep-94	SHRUB	6	9	1994	13NW	2	90	N		PEMA	S	M	N	14.5		
1	Sep-94	SHRUB	6	9	1994	13NW	2	60	R		PEMA	A	M	N			
1	Sep-94	SHRUB	6	9	1994	13NW	2	114	R	263	PEMA	A	M	N			
1	Sep-94	SHRUB	6	9	1994	13NW	2	49	N		REME	A	M	N	7		
1	Sep-94	SHRUB	6	9	1994	13NW	2	54	N		REME	A	M	N	7.5		
1	Sep-94	SHRUB	6	9	1994	13NW	2	4	N		REME	A	F	N	15		
1	Sep-94	GRASS	6	9	1994	25NE	2	15	N		ONLE	A	M	N	26.5		
1	Sep-94	GRASS	6	9	1994	25NE	2	56	R		ONLE	.	.	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	6	R		DIOR	.	F	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	46	R		DIOR	.	M	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	60	N		ONLE	S	M	N	26		
1	Sep-94	SHRUB	7	9	1994	13NE	3	39	N		ONLE	A	M	N	26		
1	Sep-94	SHRUB	7	9	1994	13NE	3	5	R	475	ONLE	.	.	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	106	R	485	ONLE	.	.	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	64	R		ONLE	.	M	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	45	R		ONLE	.	F	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	33	R		ONLE	.	.	.			
1	Sep-94	SHRUB	7	9	1994	13NE	3	35	R		ONLE	.	.	.			
1	Sep-94	SHRUB	7	9	1994	13NW	3	12	N		DIOR	A	F	N	73		
1	Sep-94	SHRUB	7	9	1994	13NW	3	24	R		ONLE	A	M	N			
1	Sep-94	SHRUB	7	9	1994	13NW	3	29	R		ONLE	A	F	N			
1	Sep-94	SHRUB	7	9	1994	13NW	3	17	R		ONLE	A	M	.			
1	Sep-94	SHRUB	7	9	1994	13NW	3	75	R		ONLE	A	F	N			
1	Sep-94	SHRUB	7	9	1994	13NW	3	58	R		ONLE	A	M	.			
1	Sep-94	SHRUB	7	9	1994	13NW	3	103	N		PEMA	S	M	N	16		
1	Sep-94	SHRUB	7	9	1994	13NW	3	88	N		PEMA	A	M	N	18		
1	Sep-94	SHRUB	7	9	1994	13NW	3	90	N		PEMA	A	M	N	18		
1	Sep-94	SHRUB	7	9	1994	13NW	3	80	N		PEMA	A	M	N	23		
1	Sep-94	SHRUB	7	9	1994	13NW	3	45	N		PEMA	A	M	N	16		
1	Sep-94	SHRUB	7	9	1994	13NW	3	98	R		PEMA	.	F	.			
1	Sep-94	SHRUB	7	9	1994	13NW	3	74	R		PEMA	A	F	.			
1	Sep-94	SHRUB	7	9	1994	13NW	3	55	R		PEMA	A	M	.			
1	Sep-94	SHRUB	7	9	1994	13NW	3	39	N		REME	A	F	N	12		
1	Sep-94	SHRUB	7	9	1994	13NW	3	37	N		REME	A	F	N	13		
1	Sep-94	SHRUB	7	9	1994	13NW	3	78	N		REME	A	M	N	11		
1	Sep-94	SHRUB	7	9	1994	13NW	3	73	N		REME	A	M	N	10		
1	Sep-94	SHRUB	7	9	1994	13NW	3	47	N		REME	A	F	R	13		
1	Sep-94	SHRUB	7	9	1994	13NW	3	60	N		REME	A	F	N	13		
1	Sep-94	GRASS	7	9	1994	25NE	3	18	N		ONLE	A	F	N	27		
1	Sep-94	GRASS	7	9	1994	25NE	3	11	N		PEFL	A	M	N	9		
1	Sep-94	SHRUB	8	9	1994	13NE	4	40	N	478	DIOR	A	F	N	80		
1	Sep-94	SHRUB	8	9	1994	13NE	4	58	N		DIOR	S	F	N	48		
1	Sep-94	SHRUB	8	9	1994	13NE	4	5	R		DIOR	.	M	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	3	R	481	DIOR	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	73	N		ONLE	J	F	N	22		
1	Sep-94	SHRUB	8	9	1994	13NE	4	35	R		ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	46	R		ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	50	R		ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	64	R		ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	70	R		ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	98	R		ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	12	R	475	ONLE	.	.	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	6	R		ONLE	.	F	.			
1	Sep-94	SHRUB	8	9	1994	13NE	4	30	N		PEMA	A	M	N	17		
1	Sep-94	SHRUB	8	9	1994	13NW	4	80	N		DIOR	A	F	N	53		
1	Sep-94	SHRUB	8	9	1994	13NW	4	48	N		DIOR	A	F	N	63		
1	Sep-94	SHRUB	8	9	1994	13NW	4	34	R		DIOR	A	F	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	33	R		ONLE	A	F	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	17	R		ONLE	A	M	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	9	R		ONLE	A	F	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	43	R		ONLE	A	F	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	7	N		PEMA	A	M	N	26		
1	Sep-94	SHRUB	8	9	1994	13NW	4	86	N		PEMA	A	M	N	17		
1	Sep-94	SHRUB	8	9	1994	13NW	4	73	N		PEMA	S	F	N	14		
1	Sep-94	SHRUB	8	9	1994	13NW	4	37	R		PEMA	A	F	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	88	R		PEMA	A	M	N			
1	Sep-94	SHRUB	8	9	1994	13NW	4	90	R		PEMA	S	M	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	79	R		PEMA	A	M	N			
1	Sep-94	SHRUB	8	9	1994	13NW	4	74	R		PEMA	A	F	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	46	R		PEMA	A	M	.			
1	Sep-94	SHRUB	8	9	1994	13NW	4	49	R		REME	A	.	.			
1	Sep-94	GRASS	8	9	1994	25NE	4	16	N		ONLE	A	F	N	24.5		
1	Sep-94	GRASS	8	9	1994	25NE	4	10	N		ONLE	A	M	N	24		
1	Sep-94	GRASS	8	9	1994	25NE	4	70	R		ONLE	.	.	.			
1	Sep-94	GRASS	8	9	1994	25NE	4	3	N		PEFL	A	F	N	7		
2	May-95	SHRUB	24	4	1995	24NE	1	7	N		DIOR	A	F	N	85		
2	May-95	SHRUB	24	4	1995	24NE	1	6	N		DIOR	A	M	R	72		
2	May-95	SHRUB	24	4	1995	24NE	1	98	N		DIOR	A	F	R	70.5		
2	May-95	SHRUB	24	4	1995	24NE	1	25	N		DIOR	A	F	R	66		
2	May-95	SHRUB	24	4	1995	24NE	1	85	N		DIOR	A	F	R	61.5		
2	May-95	SHRUB	24	4	1995	24NE	1	37	N		ONLE	A	F	R	41		
2	May-95	SHRUB	24	4	1995	24NE	1	58	N		PEMA	A	M	N	26		
2	May-95	SHRUB	24	4	1995	24NE	1	27	N		PEMA	A	M	N	21		
2	May-95	SHRUB	24	4	1995	24NE	1	69	N		PEMA	A	F	N	21.5		
2	May-95	SHRUB	24	4	1995	24NE	1	81	N		PEMA	A	M	N	24		
2	May-95	SHRUB	24	4	1995	24NE	1	83	N		PEMA	A	F	N	20		
2	May-95	SHRUB	25	4	1995	24NE	2	10	N		DIOR	A	M	R	76		
2	May-95	SHRUB	25	4	1995	24NE	2	120	N		DIOR	A	F	N	81		
2	May-95	SHRUB	25	4	1995	24NE	2	36	N		DIOR	A	F	N	70		
2	May-95	SHRUB	25	4	1995	24NE	2	100	N		DIOR	A	M	N	67		
2	May-95	SHRUB	25	4	1995	24NE	2	84	R		DIOR	A	F	N			
2	May-95	SHRUB	25	4	1995	24NE	2	8	R		DIOR	A	F	R			
2	May-95	SHRUB	25	4	1995	24NE	2	90	R		DIOR	A	F	N	69		
2	May-95	SHRUB	25	4	1995	24NE	2	14	R		DIOR	A	F	R			
2	May-95	SHRUB	25	4	1995	24NE	2	110	R		DIOR	A	F	.			
2	May-95	SHRUB	25	4	1995	24NE	2	29	N		PEMA	A	F	N			
2	May-95	SHRUB	25	4	1995	24NE	2	96	N		PEMA	A	M	R	20		
2	May-95	SHRUB	25	4	1995	24NE	2	71	R		PEMA	A	M	N			
2	May-95	SHRUB	25	4	1995	24NE	2	83	R		PEMA	A	M	N	19.5		
2	May-95	SHRUB	25	4	1995	24NE	2	58	R		PEMA	A	F	N			
2	May-95	SHRUB	25	4	1995	24NE	2	20	R		PEMA	A	M	R			
2	May-95	GRASS	25	4	1995	26NW	2	73	N		ONLE	A	F	R	35		
2	May-95	GRASS	25	4	1995	27NE	3	68	N		ONLE	A	F	R	37		
2	May-95	GRASS	25	4	1995	27NE	3	93	N		ONLE	A	M	N	36		
2	May-95	GRASS	25	4	1995	27NE	3	83	N		PEMA	A	F	N	22		
2	May-95	GRASS	25	4	1995	27NE	3	103	N		SPTR	A	M	N			
2	May-95	GRASS	25	4	1995	27NE	3	1	N		THTA	A	M	R			
2	May-95	SHRUB	26	4	1995	24NE	3	58	N		DIOR	A	F	N	67		
2	May-95	SHRUB	26	4	1995	24NE	3	38	R		DIOR	A	M	R			
2	May-95	SHRUB	26	4	1995	24NE	3	121	R		DIOR	A	F	N			
2	May-95	SHRUB	26	4	1995	24NE	3	119	R		DIOR	A	F	N			
2	May-95	SHRUB	26	4	1995	24NE	3	108	R		DIOR	A	F	R			
2	May-95	SHRUB	26	4	1995	24NE	3	96	R		DIOR	A	F	N			
2	May-95	SHRUB	26	4	1995	24NE	3	36	R		ONLE	A	F	N			
2	May-95	SHRUB	26	4	1995	24NE	3	20	N		PEMA	J	M	N	20		
2	May-95	SHRUB	26	4	1995	24NE	3	9	N		PEMA	A	M	N	24		
2	May-95	SHRUB	26	4	1995	24NE	3	105	N		PEMA	A	M	N	22		
2	May-95	SHRUB	26	4	1995	24NE	3	68	R		PEMA	A	M	N			
2	May-95	SHRUB	26	4	1995	24NE	3	78	R		PEMA	A	F	N			
2	May-95	SHRUB	26	4	1995	24NE	3	81	R		PEMA	A	F	R			
2	May-95	GRASS	26	4	1995	26NW	3	23	R		ONLE	A	F	R			
2	May-95	SHRUB	27	4	1995	24NE	4	29	N		DIOR	A	M	N			
2	May-95	SHRUB	27	4	1995	24NE	4	97	R		DIOR	A	F	R			
2	May-95	SHRUB	27	4	1995	24NE	4	15	R		DIOR	A	M	N			
2	May-95	SHRUB	27	4	1995	24NE	4	8	R		DIOR	A	M	N			
2	May-95	SHRUB	27	4	1995	24NE	4	10	R		DIOR	A	M	N			
2	May-95	SHRUB	27	4	1995	24NE	4	26	R		DIOR	A	F	R			
2	May-95	SHRUB	27	4	1995	24NE	4	64	R		DIOR	A	F	N			
2	May-95	SHRUB	27	4	1995	24NE	4	110	R		DIOR	A	M	R			
2	May-95	SHRUB	27	4	1995	24NE	4	18	N		PEMA	A	M	N	23		
2	May-95	SHRUB	27	4	1995	24NE	4	105	N		PEMA	A	M	N	22		
2	May-95	SHRUB	27	4	1995	24NE	4	96	R		PEMA	A	F	R			
2	May-95	SHRUB	27	4	1995	24NE	4	20	R		PEMA	A	M	N			
2	May-95	SHRUB	27	4	1995	24NE	4	119	N		SPTR	A	M	N			
2	May-95	GRASS	27	4	1995	26NW	4	33	R		ONLE	A	F	R			
2	May-95	SHRUB	2	5	1995	13NE	1	120	N		DIOR	A	M	N	60		
2	May-95	SHRUB	2	5	1995	13NE	1	48	N		DIOR	A	M	R	71		
2	May-95	SHRUB	2	5	1995	13NE	1	18	N		ONLE	J	F	N	17		
2	May-95	SHRUB	2	5	1995	13NE	1	75	N		PEMA	A	M	N	24.5		
2	May-95	SHRUB	2	5	1995	13NE	1	19	N		PEMA	A	F	N	20		
2	May-95	SHRUB	2	5	1995	13NE	1	60	N		PEMA	A	M	N	21		
2	May-95	SHRUB	2	5	1995	13NE	2	20	R		PEMA	A	M	N			
2	May-95	SHRUB	2	5	1995	13NW	1	124	N		DIOR	A	M	N			
2	May-95	SHRUB	2	5	1995	13NW	1	53	N		ONLE	A	F	R	39		
2	May-95	SHRUB	2	5	1995	13NW	1	9	N		PEMA	A	F	N	23		
2	May-95	SHRUB	2	5	1995	13NW	1	5	N		PEMA	A	F	N	20.5		
2	May-95	SHRUB	2	5	1995	13NW	1	116	N		PEMA	A	M	R	20.5		
2	May-95	SHRUB	2	5	1995	13NW	1	74	N		PEMA	A	M	N	22		
2	May-95	SHRUB	2	5	1995	13NW	1	80	N		PEMA	A	M	R	18		
2	May-95	GRASS	2	5	1995	25NE	1	21	N		PEMA	A	F	N	14		
2	May-95	GRASS	2	5	1995	25NE	1	35	N		PEMA	A	M	R	23		
2	May-95	GRASS	2	5	1995	25NE	1	40	N		PEMA	A	F	R	20		
2	May-95	SHRUB	3	5	1995	13NE	2	106	N		ONLE	S	F	N	16		
2	May-95	SHRUB	3	5	1995	13NE	2	98	N		ONLE	A	F	R	45		
2	May-95	SHRUB	3	5	1995	13NE	2	86	N		ONLE	J	M	N	18		
2	May-95	SHRUB	3	5	1995	13NE	2	49	N		ONLE	A	F	R	44		
2	May-95	SHRUB	3	5	1995	13NE	2	70	N		PEMA	A	M	N	26		
2	May-95	SHRUB	3	5	1995	13NE	2	66	N		PEMA	A	F	R	24		
2	May-95	SHRUB	3	5	1995	13NE	2	50	N		PEMA	A	F	N	20		
2	May-95	SHRUB	3	5	1995	13NW	2	54	N		DIOR	A	F	R	72		
2	May-95	SHRUB	3	5	1995	13NW	2	19	R		DIOR	A	M	R			
2	May-95	SHRUB	3	5	1995	13NW	2	45	R		ONLE	A	F	R			
2	May-95	SHRUB	3	5	1995	13NW	2	39	N		PEMA	A	M	R	20		
2	May-95	SHRUB	3	5	1995	13NW	2	97	N		PEMA	A	M	N	22		
2	May-95	SHRUB	3	5	1995	13NW	2	80	N		PEMA	A	M	N	20		
2	May-95	SHRUB	3	5	1995	13NW	2	20	R		PEMA	A	F	N			
2	May-95	SHRUB	3	5	1995	13NW	2	74	R		PEMA	A	M	N			
2	May-95	SHRUB	3	5	1995	13NW	2	10	R		PEMA	A	M	R			
2	May-95	SHRUB	3	5	1995	13NW	2	118	R		PEMA	A	F	R			
2	May-95	GRASS	3	5	1995	25NE	2	40	R		PEMA	A	F	N			
2	May-95	GRASS	3	5	1995	25NE	2	22	R		PEMA	A	F	N			
2	May-95	SHRUB	4	5	1995	13NE	3	118	R		DIOR	A	M	N			
2	May-95	SHRUB	4	5	1995	13NE	3	37	R		DIOR	A	M	R			
2	May-95	SHRUB	4	5	1995	13NE	3	100	R		ONLE	A	F	R			
2	May-95	SHRUB	4	5	1995	13NE	3	50	N		PEMA	A	M	N	17		
2	May-95	SHRUB	4	5	1995	13NE	3	20	R		PEMA	A	M	N			
2	May-95	SHRUB	4	5	1995	13NE	3	80	R		PEMA	A	M	R			
2	May-95	SHRUB	4	5	1995	13NW	3	17	R		ONLE	A	F	R	41		
2	May-95	SHRUB	4	5	1995	13NW	3	40	N		PEMA	A	F	R	24		
2	May-95	SHRUB	4	5	1995	13NW	3	20	R		PEMA	A	F	N			
2	May-95	SHRUB	4	5	1995	13NW	3	120	R		PEMA	A	M	N			
2	May-95	SHRUB	4	5	1995	13NW	3	64	R		PEMA	A	M	N			
2	May-95	GRASS	4	5	1995	25NE	3	50	R		PEMA	A	M	N			
2	May-95	GRASS	4	5	1995	25NE	3	40	R		PEMA	A	F	N			
2	May-95	SHRUB	5	5	1995	13NE	4	44	N		DIOR	A	M	R	69		
2	May-95	SHRUB	5	5	1995	13NE	4	26	R		DIOR	A	M	R			
2	May-95	SHRUB	5	5	1995	13NE	4	110	R		DIOR	A	M	R			
2	May-95	SHRUB	5	5	1995	13NE	4	98	N		ONLE	A	M	N	39		
2	May-95	SHRUB	5	5	1995	13NE	4	91	N		ONLE	J	M	N	14		
2	May-95	SHRUB	5	5	1995	13NE	4	46	N		ONLE	A	F	R	48		
2	May-95	SHRUB	5	5	1995	13NE	4	20	R		PEMA	A	M	N			
2	May-95	SHRUB	5	5	1995	13NW	4	48	N		DIOR	A	M	R	70		
2	May-95	SHRUB	5	5	1995	13NW	4	70	N		DIOR	A	M	N			
2	May-95	SHRUB	5	5	1995	13NW	4	19	R		DIOR	A	M	R			
2	May-95	SHRUB	5	5	1995	13NW	4	40	N		ONLE	A	M	N	47		
2	May-95	SHRUB	5	5	1995	13NW	4	81	N		ONLE	A	M	N	48		
2	May-95	SHRUB	5	5	1995	13NW	4	2	N		PEMA	A	.	.		ESCAPED	
2	May-95	SHRUB	5	5	1995	13NW	4	79	N		PEMA	A	M	N	20		
2	May-95	SHRUB	5	5	1995	13NW	4	87	N		PEMA	A	M	N	21		
2	May-95	SHRUB	5	5	1995	13NW	4	39	R		PEMA	A	F	R			
2	May-95	SHRUB	5	5	1995	13NW	4	17	R		PEMA	A	F	N			
2	May-95	SHRUB	5	5	1995	13NW	4	77	R		PEMA	A	M	N			
2	May-95	SHRUB	5	5	1995	13NW	4	25	R		PEMA	A	M	N			
2	May-95	SHRUB	5	5	1995	13NW	4	117	R		PEMA	A	F	N			
2	May-95	SHRUB	5	5	1995	13NW	4	119	R		PEMA	A	M	N			
