"","Order","Genus","Species","Binomial","AdultBodyMass_g","DietBreadth","HabitatBreadth","HomeRange_km2"
"1292","Rodentia","Neotoma","goldmani","Neotoma goldmani",198,NA,NA,NA
"1293","Rodentia","Neotoma","lepida","Neotoma lepida",143.88,1,2,0.001105651
"1294","Rodentia","Neotoma","leucodon","Neotoma leucodon",NA,NA,NA,NA
"1295","Rodentia","Neotoma","macrotis","Neotoma macrotis",225.74,NA,NA,NA
"1296","Rodentia","Neotoma","magister","Neotoma magister",447,NA,NA,NA
"1297","Rodentia","Neotoma","martinensis","Neotoma martinensis",240.16,NA,NA,NA
"1298","Rodentia","Neotoma","mexicana","Neotoma mexicana",203,5,NA,NA
"1299","Rodentia","Neotoma","micropus","Neotoma micropus",255.14,5,NA,0.000200287
"1300","Rodentia","Neotoma","nelsoni","Neotoma nelsoni",198,NA,NA,NA
"1301","Rodentia","Neotoma","palatina","Neotoma palatina",198,NA,NA,NA
"1302","Rodentia","Neotoma","phenax","Neotoma phenax",227.49,2,NA,NA
"1303","Rodentia","Neotoma","stephensi","Neotoma stephensi",149.22,3,NA,NA
"1304","Rodentia","Neotomodon","alstoni","Neotomodon alstoni",44.64,NA,2,0.001524967
"1305","Rodentia","Neotomys","ebriosus","Neotomys ebriosus",64.5,NA,NA,NA
"1306","Rodentia","Nesokia","bunnii","Nesokia bunnii",NA,NA,NA,NA
"1307","Rodentia","Nesokia","indica","Nesokia indica",178.08,2,NA,NA
"1308","Rodentia","Nesomys","audeberti","Nesomys audeberti",214.04,2,NA,0.007414147
"1309","Rodentia","Nesomys","lambertoni","Nesomys lambertoni",155,NA,NA,NA
"1310","Rodentia","Nesomys","rufus","Nesomys rufus",163.96,2,NA,0.003902215
"1311","Rodentia","Nesoromys","ceramicus","Nesoromys ceramicus",NA,NA,NA,NA
"1312","Rodentia","Nesoryzomys","darwini","Nesoryzomys darwini",NA,NA,NA,NA
"1313","Rodentia","Nesoryzomys","fernandinae","Nesoryzomys fernandinae",NA,NA,NA,NA
"1314","Rodentia","Nesoryzomys","indefessus","Nesoryzomys indefessus",NA,NA,NA,NA
"1315","Rodentia","Nesoryzomys","swarthi","Nesoryzomys swarthi",NA,NA,NA,NA
"1316","Rodentia","Neusticomys","monticolus","Neusticomys monticolus",39.5,NA,1,NA
"1317","Rodentia","Neusticomys","mussoi","Neusticomys mussoi",40,NA,1,NA
"1318","Rodentia","Neusticomys","oyapocki","Neusticomys oyapocki",47,1,1,NA
"1319","Rodentia","Neusticomys","peruviensis","Neusticomys peruviensis",40,1,1,NA
"1320","Rodentia","Neusticomys","venezuelae","Neusticomys venezuelae",47.1,1,1,NA
"1321","Rodentia","Nilopegamys","plumbeus","Nilopegamys plumbeus",NA,NA,NA,NA
"1322","Rodentia","Niviventer","andersoni","Niviventer andersoni",NA,NA,NA,NA
"1323","Rodentia","Niviventer","brahma","Niviventer brahma",NA,NA,NA,NA
"1324","Rodentia","Niviventer","cameroni","Niviventer cameroni",NA,NA,NA,NA
"1325","Rodentia","Niviventer","confucianus","Niviventer confucianus",NA,NA,NA,NA
"1326","Rodentia","Niviventer","coninga","Niviventer coninga",80.65,NA,NA,NA
"1327","Rodentia","Niviventer","cremoriventer","Niviventer cremoriventer",71.54,NA,NA,NA
"1328","Rodentia","Niviventer","culturatus","Niviventer culturatus",81.17,NA,NA,NA
"1329","Rodentia","Niviventer","eha","Niviventer eha",NA,NA,NA,NA
"1330","Rodentia","Niviventer","excelsior","Niviventer excelsior",NA,NA,NA,NA
"1331","Rodentia","Niviventer","fraternus","Niviventer fraternus",NA,NA,NA,NA
"1332","Rodentia","Niviventer","fulvescens","Niviventer fulvescens",81.79,NA,NA,NA
"1333","Rodentia","Niviventer","hinpoon","Niviventer hinpoon",NA,NA,NA,NA
"1334","Rodentia","Niviventer","langbianis","Niviventer langbianis",NA,NA,NA,NA
"1335","Rodentia","Niviventer","lepturus","Niviventer lepturus",NA,NA,NA,NA
"1336","Rodentia","Niviventer","niviventer","Niviventer niviventer",100,NA,NA,NA
"1337","Rodentia","Niviventer","rapit","Niviventer rapit",79.73,NA,NA,NA
"1338","Rodentia","Niviventer","tenaster","Niviventer tenaster",NA,NA,NA,NA
"1339","Rodentia","Noronhomys","vespuccii","Noronhomys vespuccii",NA,NA,NA,NA
"1340","Rodentia","Notiomys","edwardsii","Notiomys edwardsii",21.3,1,2,NA
"1341","Rodentia","Notomys","alexis","Notomys alexis",32.34,NA,NA,NA
"1342","Rodentia","Notomys","amplus","Notomys amplus",89.99,NA,NA,NA
"1343","Rodentia","Notomys","aquilo","Notomys aquilo",38.99,4,NA,NA
"1344","Rodentia","Notomys","cervinus","Notomys cervinus",34.79,NA,NA,NA
"1345","Rodentia","Notomys","fuscus","Notomys fuscus",39.28,5,2,NA
"1346","Rodentia","Notomys","longicaudatus","Notomys longicaudatus",100,NA,NA,NA
"1347","Rodentia","Notomys","macrotis","Notomys macrotis",89.99,NA,NA,NA
"1348","Rodentia","Notomys","mitchellii","Notomys mitchellii",42.8,NA,NA,NA
"1349","Rodentia","Notomys","mordax","Notomys mordax",89.99,NA,NA,NA
"1350","Rodentia","Nyctomys","sumichrasti","Nyctomys sumichrasti",59.99,6,1,NA
"1351","Rodentia","Ochrotomys","nuttalli","Ochrotomys nuttalli",22.81,3,2,0.003362546
"1352","Rodentia","Octodon","bridgesi","Octodon bridgesi",162.25,3,1,NA
"1353","Rodentia","Octodon","degus","Octodon degus",203.27,7,3,NA
"1354","Rodentia","Octodon","lunatus","Octodon lunatus",200.55,2,NA,NA
"1355","Rodentia","Octodon","pacificus","Octodon pacificus",NA,NA,NA,NA
"1356","Rodentia","Octodontomys","gliroides","Octodontomys gliroides",155.77,2,2,NA
"1357","Rodentia","Octomys","mimax","Octomys mimax",124.43,2,2,NA
"1358","Rodentia","Oecomys","concolor","Oecomys concolor",46.33,NA,1,NA
"1359","Rodentia","Oecomys","flavicans","Oecomys flavicans",73.4,NA,NA,NA
"1360","Rodentia","Oecomys","mamorae","Oecomys mamorae",62.5,NA,NA,NA
"1361","Rodentia","Oecomys","paricola","Oecomys paricola",73.4,NA,NA,NA
"1362","Rodentia","Oecomys","phaeotis","Oecomys phaeotis",73.4,NA,NA,NA
"1363","Rodentia","Oecomys","rex","Oecomys rex",73.4,NA,NA,NA
"1364","Rodentia","Oecomys","roberti","Oecomys roberti",73.4,NA,NA,NA
"1365","Rodentia","Oecomys","rutilus","Oecomys rutilus",73.4,NA,NA,NA
"1366","Rodentia","Oecomys","speciosus","Oecomys speciosus",73.4,NA,NA,NA
"1367","Rodentia","Oecomys","superans","Oecomys superans",73.4,NA,NA,NA
"1368","Rodentia","Oecomys","trinitatis","Oecomys trinitatis",73.4,NA,1,NA
"1369","Rodentia","Oecomys","auyantepui","Oecomys auyantepui",NA,NA,NA,NA
"1370","Rodentia","Oecomys","bicolor","Oecomys bicolor",40.74,2,1,NA
"1371","Rodentia","Oecomys","catherinae","Oecomys catherinae",NA,NA,NA,NA
"1372","Rodentia","Oecomys","cleberi","Oecomys cleberi",73.4,NA,NA,NA
"1373","Rodentia","Oenomys","hypoxanthus","Oenomys hypoxanthus",89.84,NA,2,NA
"1374","Rodentia","Oenomys","ornatus","Oenomys ornatus",85.5,NA,NA,NA
"1375","Rodentia","Olallamys","albicauda","Olallamys albicauda",273.5,NA,NA,NA
"1376","Rodentia","Olallamys","edax","Olallamys edax",206.4,NA,1,NA
"1377","Rodentia","Oligoryzomys","andinus","Oligoryzomys andinus",25.2,NA,NA,NA
"1378","Rodentia","Oligoryzomys","arenalis","Oligoryzomys arenalis",25.2,NA,NA,NA
"1379","Rodentia","Oligoryzomys","brendae","Oligoryzomys brendae",NA,NA,NA,NA
"1380","Rodentia","Oligoryzomys","chacoensis","Oligoryzomys chacoensis",23,3,1,NA
"1381","Rodentia","Oligoryzomys","delticola","Oligoryzomys delticola",29.39,2,1,NA
"1382","Rodentia","Oligoryzomys","destructor","Oligoryzomys destructor",25.2,NA,NA,NA
"1383","Rodentia","Oligoryzomys","eliurus","Oligoryzomys eliurus",34.58,NA,NA,NA
"1384","Rodentia","Oligoryzomys","flavescens","Oligoryzomys flavescens",21.3,2,1,NA
"1385","Rodentia","Oligoryzomys","fornesi","Oligoryzomys fornesi",NA,NA,NA,NA
"1386","Rodentia","Oligoryzomys","fulvescens","Oligoryzomys fulvescens",25,NA,1,NA
"1387","Rodentia","Oligoryzomys","griseolus","Oligoryzomys griseolus",25.2,NA,NA,NA
"1388","Rodentia","Oligoryzomys","longicaudatus","Oligoryzomys longicaudatus",27.54,4,2,0.000641437
"1389","Rodentia","Oligoryzomys","magellanicus","Oligoryzomys magellanicus",25.2,NA,NA,NA
"1390","Rodentia","Oligoryzomys","microtis","Oligoryzomys microtis",22.5,3,1,NA
"1391","Rodentia","Oligoryzomys","nigripes","Oligoryzomys nigripes",20.33,4,1,NA
"1392","Rodentia","Oligoryzomys","stramineus","Oligoryzomys stramineus",NA,NA,NA,NA
"1393","Rodentia","Oligoryzomys","vegetus","Oligoryzomys vegetus",NA,NA,NA,NA
"1394","Rodentia","Oligoryzomys","victus","Oligoryzomys victus",NA,NA,NA,NA
"1395","Rodentia","Ondatra","zibethicus","Ondatra zibethicus",991.31,5,3,0.003209364
"1396","Rodentia","Onychomys","arenicola","Onychomys arenicola",30,NA,NA,NA
"1397","Rodentia","Onychomys","leucogaster","Onychomys leucogaster",27.92,4,2,0.02
"1398","Rodentia","Onychomys","torridus","Onychomys torridus",21.68,1,2,0.01
"1399","Rodentia","Orthogeomys","cavator","Orthogeomys cavator",650,3,2,NA
"1400","Rodentia","Orthogeomys","cherriei","Orthogeomys cherriei",NA,3,2,NA
"1401","Rodentia","Orthogeomys","cuniculus","Orthogeomys cuniculus",499.99,3,2,NA
"1402","Rodentia","Orthogeomys","dariensis","Orthogeomys dariensis",437.99,3,2,NA
"1403","Rodentia","Orthogeomys","grandis","Orthogeomys grandis",499.99,3,2,NA
"1404","Rodentia","Orthogeomys","heterodus","Orthogeomys heterodus",615,3,2,NA
"1405","Rodentia","Orthogeomys","hispidus","Orthogeomys hispidus",499.99,3,2,NA
"1406","Rodentia","Orthogeomys","lanius","Orthogeomys lanius",499.99,3,2,NA
"1407","Rodentia","Orthogeomys","matagalpae","Orthogeomys matagalpae",NA,3,2,NA
"1408","Rodentia","Orthogeomys","thaeleri","Orthogeomys thaeleri",NA,3,2,NA
"1409","Rodentia","Orthogeomys","underwoodi","Orthogeomys underwoodi",250,3,2,NA
"1410","Rodentia","Oryzomys","curasoae","Oryzomys curasoae",NA,NA,NA,NA
"1411","Rodentia","Oryzomys","devius","Oryzomys devius",NA,NA,NA,NA
"1412","Rodentia","Oryzomys","dimidiatus","Oryzomys dimidiatus",NA,NA,NA,NA
"1413","Rodentia","Oryzomys","emmonsae","Oryzomys emmonsae",NA,NA,NA,NA
"1414","Rodentia","Oryzomys","galapagoensis","Oryzomys galapagoensis",63.51,NA,NA,NA
"1415","Rodentia","Oryzomys","gorgasi","Oryzomys gorgasi",60.5,NA,NA,NA
"1416","Rodentia","Oryzomys","hammondi","Oryzomys hammondi",60.5,NA,NA,NA
"1417","Rodentia","Oryzomys","keaysi","Oryzomys keaysi",58.29,NA,NA,NA
"1418","Rodentia","Oryzomys","lamia","Oryzomys lamia",60.5,NA,NA,NA
"1419","Rodentia","Oryzomys","laticeps","Oryzomys laticeps",49.11,NA,NA,NA
"1420","Rodentia","Oryzomys","legatus","Oryzomys legatus",61.5,NA,NA,NA
"1421","Rodentia","Oryzomys","levipes","Oryzomys levipes",60.5,NA,NA,NA
"1422","Rodentia","Oryzomys","macconnelli","Oryzomys macconnelli",66.49,3,1,NA
"1423","Rodentia","Oryzomys","maracajuensis","Oryzomys maracajuensis",NA,NA,NA,NA
"1424","Rodentia","Oryzomys","marinhus","Oryzomys marinhus",NA,NA,NA,NA
"1425","Rodentia","Oryzomys","megacephalus","Oryzomys megacephalus",57,4,1,0.006039781
"1426","Rodentia","Oryzomys","melanotis","Oryzomys melanotis",49.99,NA,2,NA
"1427","Rodentia","Oryzomys","meridensis","Oryzomys meridensis",NA,NA,NA,NA
"1428","Rodentia","Oryzomys","nelsoni","Oryzomys nelsoni",NA,NA,NA,NA
"1429","Rodentia","Oryzomys","nitidus","Oryzomys nitidus",55.19,3,1,NA
"1430","Rodentia","Oryzomys","palustris","Oryzomys palustris",53.26,5,2,0.002784913
"1431","Rodentia","Oryzomys","perenensis","Oryzomys perenensis",NA,NA,NA,NA
"1432","Rodentia","Oryzomys","polius","Oryzomys polius",60.5,NA,NA,NA
"1433","Rodentia","Oryzomys","rhabdops","Oryzomys rhabdops",NA,NA,NA,NA
"1434","Rodentia","Oryzomys","rostratus","Oryzomys rostratus",NA,NA,NA,NA
"1435","Rodentia","Oryzomys","russatus","Oryzomys russatus",60.5,3,1,NA
"1436","Rodentia","Oryzomys","saturatior","Oryzomys saturatior",NA,NA,NA,NA
"1437","Rodentia","Oryzomys","scotti","Oryzomys scotti",NA,NA,NA,NA
"1438","Rodentia","Oryzomys","albigularis","Oryzomys albigularis",60.5,NA,1,NA
"1439","Rodentia","Oryzomys","alfaroi","Oryzomys alfaroi",33.3,NA,NA,NA
"1440","Rodentia","Oryzomys","angouya","Oryzomys angouya",120.17,NA,NA,NA
"1441","Rodentia","Oryzomys","auriventer","Oryzomys auriventer",60.5,NA,NA,NA
"1442","Rodentia","Oryzomys","balneator","Oryzomys balneator",60.5,NA,NA,NA
"1443","Rodentia","Oryzomys","bolivaris","Oryzomys bolivaris",60.5,3,1,NA
"1444","Rodentia","Oryzomys","caracolus","Oryzomys caracolus",NA,NA,NA,NA
"1445","Rodentia","Oryzomys","chapmani","Oryzomys chapmani",49.99,NA,NA,NA
"1446","Rodentia","Oryzomys","couesi","Oryzomys couesi",69.29,NA,NA,NA
"1447","Rodentia","Oryzomys","seuanezi","Oryzomys seuanezi",NA,NA,NA,NA
"1448","Rodentia","Oryzomys","subflavus","Oryzomys subflavus",49.91,2,1,NA
"1449","Rodentia","Oryzomys","talamancae","Oryzomys talamancae",54.99,3,1,NA
"1450","Rodentia","Oryzomys","tatei","Oryzomys tatei",NA,NA,NA,NA
"1451","Rodentia","Oryzomys","xanthaeolus","Oryzomys xanthaeolus",79.79,NA,NA,NA
"1452","Rodentia","Oryzomys","yunganus","Oryzomys yunganus",60.5,NA,NA,NA
"1453","Rodentia","Osgoodomys","banderanus","Osgoodomys banderanus",49.99,NA,2,NA
"1454","Rodentia","Otomys","anchietae","Otomys anchietae",NA,NA,NA,NA
"1455","Rodentia","Otomys","angoniensis","Otomys angoniensis",100.64,2,1,NA
"1456","Rodentia","Otomys","barbouri","Otomys barbouri",NA,NA,NA,NA
"1457","Rodentia","Otomys","burtoni","Otomys burtoni",NA,NA,NA,NA
"1458","Rodentia","Otomys","cuanzensis","Otomys cuanzensis",NA,NA,NA,NA
"1459","Rodentia","Otomys","dartmouthi","Otomys dartmouthi",NA,NA,NA,NA
"1460","Rodentia","Otomys","denti","Otomys denti",120,NA,NA,NA
"1461","Rodentia","Otomys","dollmani","Otomys dollmani",NA,NA,NA,NA
"1462","Rodentia","Otomys","irroratus","Otomys irroratus",114.45,2,2,0.001303714
"1463","Rodentia","Otomys","jacksoni","Otomys jacksoni",NA,NA,NA,NA
"1464","Rodentia","Otomys","lacustris","Otomys lacustris",NA,NA,NA,NA
"1465","Rodentia","Otomys","laminatus","Otomys laminatus",150,NA,NA,NA
"1466","Rodentia","Otomys","maximus","Otomys maximus",192,NA,NA,NA
"1467","Rodentia","Otomys","occidentalis","Otomys occidentalis",NA,NA,NA,NA
"1468","Rodentia","Otomys","orestes","Otomys orestes",NA,NA,NA,NA
"1469","Rodentia","Otomys","saundersiae","Otomys saundersiae",NA,NA,NA,NA
"1470","Rodentia","Otomys","tropicalis","Otomys tropicalis",NA,NA,NA,NA
"1471","Rodentia","Otomys","typus","Otomys typus",NA,NA,NA,NA
"1472","Rodentia","Otomys","uzungwensis","Otomys uzungwensis",NA,NA,NA,NA
"1473","Rodentia","Otonyctomys","hatti","Otonyctomys hatti",36.2,NA,NA,NA
"1474","Rodentia","Ototylomys","phyllotis","Ototylomys phyllotis",86.94,3,3,NA
"1475","Rodentia","Oxymycterus","akodontius","Oxymycterus akodontius",67.99,NA,1,NA
"1476","Rodentia","Oxymycterus","amazonicus","Oxymycterus amazonicus",NA,NA,NA,NA
"1477","Rodentia","Oxymycterus","angularis","Oxymycterus angularis",67.99,1,NA,NA
"1478","Rodentia","Oxymycterus","caparoae","Oxymycterus caparoae",NA,NA,NA,NA
"1479","Rodentia","Oxymycterus","dasytrichus","Oxymycterus dasytrichus",NA,NA,NA,NA
"1480","Rodentia","Oxymycterus","delator","Oxymycterus delator",81.49,NA,NA,NA
"1481","Rodentia","Oxymycterus","hiska","Oxymycterus hiska",67.99,1,NA,NA
"1482","Rodentia","Oxymycterus","hispidus","Oxymycterus hispidus",36.75,1,NA,NA
"1483","Rodentia","Oxymycterus","hucucha","Oxymycterus hucucha",67.99,1,NA,NA
"1484","Rodentia","Oxymycterus","inca","Oxymycterus inca",34.99,1,NA,NA
"1485","Rodentia","Oxymycterus","josei","Oxymycterus josei",NA,NA,NA,NA
"1486","Rodentia","Oxymycterus","nasutus","Oxymycterus nasutus",67.99,1,NA,NA
"1487","Rodentia","Oxymycterus","paramensis","Oxymycterus paramensis",41.99,1,2,NA
"1488","Rodentia","Oxymycterus","quaestor","Oxymycterus quaestor",NA,NA,NA,NA
"1489","Rodentia","Oxymycterus","roberti","Oxymycterus roberti",83.71,1,NA,NA
"1490","Rodentia","Oxymycterus","rufus","Oxymycterus rufus",82.01,2,2,NA
"1491","Rodentia","Pachyuromys","duprasi","Pachyuromys duprasi",47.5,NA,NA,NA
"1492","Rodentia","Palawanomys","furvus","Palawanomys furvus",NA,NA,NA,NA
"1493","Rodentia","Papagomys","armandvillei","Papagomys armandvillei",NA,NA,NA,NA
"1494","Rodentia","Papagomys","theodorverhoeveni","Papagomys theodorverhoeveni",NA,NA,NA,NA
"1495","Rodentia","Pappogeomys","alcorni","Pappogeomys alcorni",150,3,2,NA
"1496","Rodentia","Pappogeomys","bulleri","Pappogeomys bulleri",150,3,2,NA
"1497","Rodentia","Paradipus","ctenodactylus","Paradipus ctenodactylus",NA,6,1,NA
"1498","Rodentia","Parahydromys","asper","Parahydromys asper",526.66,2,2,NA
"1499","Rodentia","Paraleptomys","rufilatus","Paraleptomys rufilatus",54.99,NA,1,NA
"1500","Rodentia","Paraleptomys","wilhelmina","Paraleptomys wilhelmina",33.68,NA,1,NA
"1501","Rodentia","Paralomys","gerbillus","Paralomys gerbillus",17.4,NA,NA,NA
"1502","Rodentia","Paramelomys","gressitti","Paramelomys gressitti",NA,NA,NA,NA
"1503","Rodentia","Paramelomys","levipes","Paramelomys levipes",82.81,3,NA,NA
"1504","Rodentia","Paramelomys","lorentzii","Paramelomys lorentzii",150,3,3,NA
"1505","Rodentia","Paramelomys","mollis","Paramelomys mollis",90.05,3,2,NA
"1506","Rodentia","Paramelomys","moncktoni","Paramelomys moncktoni",80.56,3,NA,NA
"1507","Rodentia","Paramelomys","naso","Paramelomys naso",NA,NA,NA,NA
"1508","Rodentia","Paramelomys","platyops","Paramelomys platyops",85.6,3,1,NA
"1509","Rodentia","Paramelomys","rubex","Paramelomys rubex",47.16,3,3,0.007363214
"1510","Rodentia","Paramelomys","steini","Paramelomys steini",NA,NA,NA,NA
"1511","Rodentia","Paraxerus","alexandri","Paraxerus alexandri",50.73,NA,NA,NA
"1512","Rodentia","Paraxerus","boehmi","Paraxerus boehmi",70.24,NA,NA,NA
"1513","Rodentia","Paraxerus","cepapi","Paraxerus cepapi",222.85,5,2,0.004512132
"1514","Rodentia","Paraxerus","cooperi","Paraxerus cooperi",250,NA,NA,NA
"1515","Rodentia","Paraxerus","flavovittis","Paraxerus flavovittis",160,NA,NA,NA
"1516","Rodentia","Paraxerus","lucifer","Paraxerus lucifer",692.45,NA,NA,NA
"1517","Rodentia","Paraxerus","ochraceus","Paraxerus ochraceus",104.3,NA,1,NA
"1518","Rodentia","Paraxerus","palliatus","Paraxerus palliatus",365.37,5,2,0.02
"1519","Rodentia","Paraxerus","poensis","Paraxerus poensis",100,1,1,NA
"1520","Rodentia","Paraxerus","vexillarius","Paraxerus vexillarius",675,NA,NA,NA
"1521","Rodentia","Paraxerus","vincenti","Paraxerus vincenti",NA,NA,NA,NA
"1522","Rodentia","Parotomys","brantsii","Parotomys brantsii",129.5,NA,NA,NA
"1523","Rodentia","Parotomys","littledalei","Parotomys littledalei",126.99,NA,NA,NA
"1524","Rodentia","Paruromys","dominator","Paruromys dominator",325.31,NA,NA,NA
"1525","Rodentia","Paulamys","naso","Paulamys naso",NA,NA,NA,NA
"1526","Rodentia","Pearsonomys","annectens","Pearsonomys annectens",NA,NA,NA,NA
"1527","Rodentia","Pectinator","spekei","Pectinator spekei",169.7,3,NA,NA
"1528","Rodentia","Pedetes","capensis","Pedetes capensis",2549.25,3,2,NA
"1529","Rodentia","Pedetes","surdaster","Pedetes surdaster",NA,NA,NA,NA
"1530","Rodentia","Pelomys","campanae","Pelomys campanae",NA,NA,NA,NA
"1531","Rodentia","Pelomys","fallax","Pelomys fallax",120.46,NA,NA,NA
"1532","Rodentia","Pelomys","hopkinsi","Pelomys hopkinsi",NA,NA,NA,NA
"1533","Rodentia","Pelomys","isseli","Pelomys isseli",59.99,NA,NA,NA
"1534","Rodentia","Pelomys","minor","Pelomys minor",49.99,NA,NA,NA
"1535","Rodentia","Perognathus","alticolus","Perognathus alticolus",23.99,NA,NA,NA
"1536","Rodentia","Perognathus","amplus","Perognathus amplus",11.97,NA,NA,NA
"1537","Rodentia","Perognathus","fasciatus","Perognathus fasciatus",11.29,3,2,NA
"1538","Rodentia","Perognathus","flavescens","Perognathus flavescens",9.21,2,2,0.000329061
"1539","Rodentia","Perognathus","flavus","Perognathus flavus",7.97,3,2,0.001896819
"1540","Rodentia","Perognathus","inornatus","Perognathus inornatus",10.16,2,2,0.000176546
"1541","Rodentia","Perognathus","longimembris","Perognathus longimembris",8.07,1,NA,0.002322898
"1542","Rodentia","Perognathus","merriami","Perognathus merriami",6.94,3,2,0.008251478
"1543","Rodentia","Perognathus","parvus","Perognathus parvus",21.56,3,2,0.001580096
"1544","Rodentia","Peromyscus","attwateri","Peromyscus attwateri",27.9,5,NA,0.00180695
"1545","Rodentia","Peromyscus","aztecus","Peromyscus aztecus",34,2,NA,NA
"1546","Rodentia","Peromyscus","beatae","Peromyscus beatae",NA,NA,NA,NA
"1547","Rodentia","Peromyscus","boylii","Peromyscus boylii",23.9,NA,NA,0.002848598
"1548","Rodentia","Peromyscus","bullatus","Peromyscus bullatus",40,NA,NA,NA
"1549","Rodentia","Peromyscus","californicus","Peromyscus californicus",42.68,6,NA,0.001126808
"1550","Rodentia","Peromyscus","caniceps","Peromyscus caniceps",NA,NA,NA,NA
"1551","Rodentia","Peromyscus","crinitus","Peromyscus crinitus",16.32,4,NA,0.003136673
"1552","Rodentia","Peromyscus","dickeyi","Peromyscus dickeyi",28.6,NA,NA,NA
"1553","Rodentia","Peromyscus","difficilis","Peromyscus difficilis",27.95,NA,NA,NA
"1554","Rodentia","Peromyscus","eremicus","Peromyscus eremicus",22.73,6,2,0.002263355
"1555","Rodentia","Peromyscus","eva","Peromyscus eva",21.99,NA,NA,NA
"1556","Rodentia","Peromyscus","fraterculus","Peromyscus fraterculus",NA,NA,NA,NA
"1557","Rodentia","Peromyscus","furvus","Peromyscus furvus",32.99,NA,NA,NA
"1558","Rodentia","Peromyscus","gossypinus","Peromyscus gossypinus",27.68,1,2,0.00396074
"1559","Rodentia","Peromyscus","grandis","Peromyscus grandis",71,NA,NA,NA
"1560","Rodentia","Peromyscus","gratus","Peromyscus gratus",27.35,NA,NA,NA
"1561","Rodentia","Peromyscus","guardia","Peromyscus guardia",NA,NA,NA,NA
"1562","Rodentia","Peromyscus","guatemalensis","Peromyscus guatemalensis",40,NA,NA,NA
"1563","Rodentia","Peromyscus","gymnotis","Peromyscus gymnotis",40,NA,NA,NA
"1564","Rodentia","Peromyscus","hooperi","Peromyscus hooperi",35.99,NA,NA,NA
"1565","Rodentia","Peromyscus","hylocetes","Peromyscus hylocetes",NA,NA,NA,NA
"1566","Rodentia","Peromyscus","interparietalis","Peromyscus interparietalis",NA,NA,NA,NA
"1567","Rodentia","Peromyscus","keeni","Peromyscus keeni",28.25,NA,NA,0.003267089
"1568","Rodentia","Peromyscus","leucopus","Peromyscus leucopus",18.07,6,3,0.000886749
"1569","Rodentia","Peromyscus","levipes","Peromyscus levipes",NA,NA,NA,NA
"1570","Rodentia","Peromyscus","madrensis","Peromyscus madrensis",NA,NA,NA,NA
"1571","Rodentia","Peromyscus","maniculatus","Peromyscus maniculatus",19.98,4,2,0.002028926
"1572","Rodentia","Peromyscus","mayensis","Peromyscus mayensis",NA,NA,NA,NA
"1573","Rodentia","Peromyscus","megalops","Peromyscus megalops",66.2,NA,NA,NA
"1574","Rodentia","Peromyscus","mekisturus","Peromyscus mekisturus",59.99,NA,NA,NA
"1575","Rodentia","Peromyscus","melanocarpus","Peromyscus melanocarpus",58.9,NA,NA,NA
"1576","Rodentia","Peromyscus","melanophrys","Peromyscus melanophrys",40,NA,NA,NA
"1577","Rodentia","Peromyscus","melanotis","Peromyscus melanotis",39.59,NA,NA,0.000513365
"1578","Rodentia","Peromyscus","melanurus","Peromyscus melanurus",40,NA,NA,NA
"1579","Rodentia","Peromyscus","merriami","Peromyscus merriami",40,NA,NA,NA
"1580","Rodentia","Peromyscus","mexicanus","Peromyscus mexicanus",42.58,2,1,NA
"1581","Rodentia","Peromyscus","nasutus","Peromyscus nasutus",NA,NA,NA,NA
"1582","Rodentia","Peromyscus","ochraventer","Peromyscus ochraventer",40,NA,NA,NA
"1583","Rodentia","Peromyscus","pectoralis","Peromyscus pectoralis",38.99,1,2,0.002436912
"1584","Rodentia","Peromyscus","pembertoni","Peromyscus pembertoni",NA,NA,NA,NA
"1585","Rodentia","Peromyscus","perfulvus","Peromyscus perfulvus",40,NA,2,NA
"1586","Rodentia","Peromyscus","polionotus","Peromyscus polionotus",14.27,NA,NA,0.003254633
"1587","Rodentia","Peromyscus","polius","Peromyscus polius",40,NA,NA,NA
"1588","Rodentia","Peromyscus","pseudocrinitus","Peromyscus pseudocrinitus",NA,NA,NA,NA
"1589","Rodentia","Peromyscus","sagax","Peromyscus sagax",NA,NA,NA,NA
"1590","Rodentia","Peromyscus","sejugis","Peromyscus sejugis",21.5,NA,NA,NA
"1591","Rodentia","Peromyscus","simulus","Peromyscus simulus",40,NA,NA,NA
"1592","Rodentia","Peromyscus","slevini","Peromyscus slevini",NA,NA,NA,NA
"1593","Rodentia","Peromyscus","spicilegus","Peromyscus spicilegus",35.99,NA,NA,NA
"1594","Rodentia","Peromyscus","stephani","Peromyscus stephani",NA,NA,NA,NA
"1595","Rodentia","Peromyscus","stirtoni","Peromyscus stirtoni",29.19,NA,NA,NA
"1596","Rodentia","Peromyscus","truei","Peromyscus truei",27,2,NA,0.009130385
"1597","Rodentia","Peromyscus","winkelmanni","Peromyscus winkelmanni",40,NA,NA,NA
"1598","Rodentia","Peromyscus","yucatanicus","Peromyscus yucatanicus",27.13,NA,NA,NA
"1599","Rodentia","Peromyscus","zarhynchus","Peromyscus zarhynchus",40,NA,NA,NA
"1600","Rodentia","Petaurillus","emiliae","Petaurillus emiliae",NA,NA,NA,NA
"1601","Rodentia","Petaurillus","hosei","Petaurillus hosei",NA,NA,NA,NA
"1602","Rodentia","Petaurillus","kinlochii","Petaurillus kinlochii",30.93,NA,NA,NA
