,MSW05_Order,MSW05_Genus,MSW05_Species,MSW05_Binomial,X5.1_AdultBodyMass_g,X6.1_DietBreadth,X12.1_HabitatBreadth,X22.1_HomeRange_km2
335,Artiodactyla,Axis,kuhlii,Axis kuhlii,54999.99,2,NA,NA
336,Artiodactyla,Axis,porcinus,Axis porcinus,37448.29,3,NA,0.52
337,Artiodactyla,Babyrousa,babyrussa,Babyrousa babyrussa,92950.09,6,1,NA
338,Artiodactyla,Babyrousa,bolabatuensis,Babyrousa bolabatuensis,NA,NA,NA,NA
339,Artiodactyla,Babyrousa,celebensis,Babyrousa celebensis,NA,NA,NA,NA
340,Artiodactyla,Babyrousa,togeanensis,Babyrousa togeanensis,NA,NA,NA,NA
341,Rodentia,Baiomys,musculus,Baiomys musculus,8.99,4,2,NA
342,Rodentia,Baiomys,taylori,Baiomys taylori,7.43,4,NA,0.000384598
343,Cetacea,Balaena,mysticetus,Balaena mysticetus,79691178.99,1,1,NA
344,Cetacea,Balaenoptera,musculus,Balaenoptera musculus,154321304.5,1,1,NA
345,Cetacea,Balaenoptera,physalus,Balaenoptera physalus,47506008.23,2,1,NA
346,Cetacea,Balaenoptera,acutorostrata,Balaenoptera acutorostrata,5587093.59,2,1,NA
347,Cetacea,Balaenoptera,bonaerensis,Balaenoptera bonaerensis,NA,NA,NA,NA
348,Cetacea,Balaenoptera,borealis,Balaenoptera borealis,22106251.95,2,1,NA
349,Cetacea,Balaenoptera,edeni,Balaenoptera edeni,19999999.97,2,1,NA
350,Chiroptera,Balantiopteryx,infusca,Balantiopteryx infusca,NA,NA,1,NA
351,Chiroptera,Balantiopteryx,io,Balantiopteryx io,3.97,NA,1,NA
352,Chiroptera,Balantiopteryx,plicata,Balantiopteryx plicata,6.57,1,1,NA
353,Chiroptera,Balionycteris,maculata,Balionycteris maculata,14.43,1,1,NA
354,Rodentia,Bandicota,bengalensis,Bandicota bengalensis,226.99,NA,NA,NA
355,Rodentia,Bandicota,indica,Bandicota indica,583.09,NA,NA,NA
356,Rodentia,Bandicota,savilei,Bandicota savilei,260.63,NA,NA,NA
357,Chiroptera,Barbastella,barbastellus,Barbastella barbastellus,8.31,1,1,NA
358,Chiroptera,Barbastella,leucomelas,Barbastella leucomelas,15.05,NA,1,NA
359,Carnivora,Bassaricyon,alleni,Bassaricyon alleni,NA,NA,NA,NA
360,Carnivora,Bassaricyon,beddardi,Bassaricyon beddardi,1235.01,NA,1,NA
361,Carnivora,Bassaricyon,gabbii,Bassaricyon gabbii,1250,6,2,NA
362,Carnivora,Bassaricyon,lasius,Bassaricyon lasius,1200,NA,1,NA
363,Carnivora,Bassaricyon,pauli,Bassaricyon pauli,1200,NA,1,NA
364,Carnivora,Bassariscus,astutus,Bassariscus astutus,1010.37,6,1,0.74
365,Carnivora,Bassariscus,sumichrasti,Bassariscus sumichrasti,906,6,1,NA
366,Rodentia,Bathyergus,janetta,Bathyergus janetta,388.69,4,1,NA
367,Rodentia,Bathyergus,suillus,Bathyergus suillus,777.38,3,2,0.002096145
368,Rodentia,Batomys,dentatus,Batomys dentatus,NA,NA,NA,NA
369,Rodentia,Batomys,granti,Batomys granti,169.53,NA,NA,0.001546275
370,Rodentia,Batomys,russatus,Batomys russatus,NA,NA,NA,NA
371,Rodentia,Batomys,salomonseni,Batomys salomonseni,185.76,NA,NA,NA
372,Chiroptera,Bauerus,dubiaquercus,Bauerus dubiaquercus,22.22,1,1,NA
373,Carnivora,Bdeogale,crassicauda,Bdeogale crassicauda,1722.13,1,1,NA
374,Carnivora,Bdeogale,jacksoni,Bdeogale jacksoni,2500,2,1,NA
375,Carnivora,Bdeogale,nigripes,Bdeogale nigripes,2623.01,6,1,NA
376,Rodentia,Beamys,hindei,Beamys hindei,75.8,NA,NA,NA
377,Rodentia,Beamys,major,Beamys major,NA,NA,NA,NA
378,Artiodactyla,Beatragus,hunteri,Beatragus hunteri,79132.17,1,1,NA
379,Rodentia,Belomys,pearsonii,Belomys pearsonii,NA,NA,NA,NA
380,Cetacea,Berardius,arnuxii,Berardius arnuxii,7000000.02,1,1,NA
381,Cetacea,Berardius,bairdii,Berardius bairdii,11380000.04,2,1,NA
382,Rodentia,Berylmys,berdmorei,Berylmys berdmorei,NA,NA,NA,NA
383,Rodentia,Berylmys,bowersi,Berylmys bowersi,358.68,NA,NA,NA
384,Rodentia,Berylmys,mackenziei,Berylmys mackenziei,NA,NA,NA,NA
385,Rodentia,Berylmys,manipulus,Berylmys manipulus,NA,NA,NA,NA
386,Diprotodontia,Bettongia,gaimardi,Bettongia gaimardi,1667.55,NA,NA,0.41
387,Diprotodontia,Bettongia,lesueur,Bettongia lesueur,1447.27,NA,NA,NA
388,Diprotodontia,Bettongia,penicillata,Bettongia penicillata,1184.35,NA,NA,NA
389,Diprotodontia,Bettongia,tropica,Bettongia tropica,1256.58,NA,NA,NA
390,Rodentia,Bibimys,torresi,Bibimys torresi,28,NA,NA,NA
391,Rodentia,Bibimys,chacoensis,Bibimys chacoensis,28,NA,NA,NA
392,Rodentia,Bibimys,labiosus,Bibimys labiosus,NA,NA,NA,NA
393,Artiodactyla,Bison,bison,Bison bison,624577.07,2,2,47.39
394,Artiodactyla,Bison,bonasus,Bison bonasus,675876.7,2,2,7.91
395,Rodentia,Biswamoyopterus,biswasi,Biswamoyopterus biswasi,NA,NA,NA,NA
396,Rodentia,Blanfordimys,afghanus,Blanfordimys afghanus,NA,NA,NA,NA
397,Rodentia,Blanfordimys,bucharensis,Blanfordimys bucharensis,NA,NA,NA,NA
398,Soricomorpha,Blarina,brevicauda,Blarina brevicauda,18.56,6,2,0.003539783
399,Soricomorpha,Blarina,carolinensis,Blarina carolinensis,11.91,2,2,0.00995781
400,Soricomorpha,Blarina,hylophaga,Blarina hylophaga,14.49,NA,2,NA
401,Soricomorpha,Blarina,peninsulae,Blarina peninsulae,NA,NA,NA,NA
402,Soricomorpha,Blarinella,griselda,Blarinella griselda,NA,NA,NA,NA
403,Soricomorpha,Blarinella,quadraticauda,Blarinella quadraticauda,12.5,NA,2,NA
404,Soricomorpha,Blarinella,wardi,Blarinella wardi,NA,NA,2,NA
405,Rodentia,Blarinomys,breviceps,Blarinomys breviceps,36.79,1,2,NA
406,Artiodactyla,Blastocerus,dichotomus,Blastocerus dichotomus,112518.53,3,1,NA
407,Rodentia,Boromys,offella,Boromys offella,NA,NA,NA,NA
408,Rodentia,Boromys,torrei,Boromys torrei,NA,NA,NA,NA
409,Artiodactyla,Bos,frontalis,Bos frontalis,800143.05,3,NA,NA
410,Artiodactyla,Bos,grunniens,Bos grunniens,5.00E+05,2,NA,NA
411,Artiodactyla,Bos,javanicus,Bos javanicus,635974.34,2,1,NA
412,Artiodactyla,Bos,sauveli,Bos sauveli,791321.76,2,1,NA
413,Artiodactyla,Bos,taurus,Bos taurus,618642.42,NA,NA,10.04
414,Artiodactyla,Boselaphus,tragocamelus,Boselaphus tragocamelus,182253.04,5,NA,NA
415,Rodentia,Brachiones,przewalskii,Brachiones przewalskii,NA,NA,NA,NA
416,Lagomorpha,Brachylagus,idahoensis,Brachylagus idahoensis,431.19,2,2,0.003792025
417,Chiroptera,Brachyphylla,cavernarum,Brachyphylla cavernarum,45.5,3,1,NA
418,Chiroptera,Brachyphylla,nana,Brachyphylla nana,37.25,NA,1,NA
419,Rodentia,Brachytarsomys,albicauda,Brachytarsomys albicauda,200,2,1,NA
420,Rodentia,Brachytarsomys,villosa,Brachytarsomys villosa,219.99,NA,NA,NA
421,Primates,Brachyteles,arachnoides,Brachyteles arachnoides,10537.31,5,1,1.04
422,Primates,Brachyteles,hypoxanthus,Brachyteles hypoxanthus,NA,NA,NA,NA
423,Rodentia,Brachyuromys,betsileoensis,Brachyuromys betsileoensis,93.58,NA,1,NA
424,Rodentia,Brachyuromys,ramirohitra,Brachyuromys ramirohitra,92.31,NA,1,NA
425,Pilosa,Bradypus,pygmaeus,Bradypus pygmaeus,NA,NA,NA,NA
426,Pilosa,Bradypus,torquatus,Bradypus torquatus,4468.42,4,3,0.03
427,Pilosa,Bradypus,tridactylus,Bradypus tridactylus,4375.8,1,1,NA
428,Pilosa,Bradypus,variegatus,Bradypus variegatus,4136.36,1,1,0.01
429,Rodentia,Brotomys,contractus,Brotomys contractus,NA,NA,NA,NA
430,Rodentia,Brotomys,voratus,Brotomys voratus,NA,NA,NA,NA
431,Rodentia,Brucepattersonius,albinasus,Brucepattersonius albinasus,NA,NA,NA,NA
432,Rodentia,Brucepattersonius,griserufescens,Brucepattersonius griserufescens,NA,NA,NA,NA
433,Rodentia,Brucepattersonius,guarani,Brucepattersonius guarani,NA,NA,NA,NA
434,Rodentia,Brucepattersonius,igniventris,Brucepattersonius igniventris,NA,NA,NA,NA
435,Rodentia,Brucepattersonius,iheringi,Brucepattersonius iheringi,43,1,NA,NA
436,Rodentia,Brucepattersonius,misionensis,Brucepattersonius misionensis,NA,NA,NA,NA
437,Rodentia,Brucepattersonius,paradisus,Brucepattersonius paradisus,NA,NA,NA,NA
438,Rodentia,Brucepattersonius,soricinus,Brucepattersonius soricinus,NA,NA,NA,NA
439,Artiodactyla,Bubalus,bubalis,Bubalus bubalis,929500.97,2,1,3.63
440,Artiodactyla,Bubalus,depressicornis,Bubalus depressicornis,256989.27,3,1,NA
441,Artiodactyla,Bubalus,mindorensis,Bubalus mindorensis,254389.74,2,1,NA
442,Artiodactyla,Bubalus,quarlesi,Bubalus quarlesi,181718.86,3,NA,NA
443,Artiodactyla,Budorcas,taxicolor,Budorcas taxicolor,294515.33,3,1,NA
444,Rodentia,Bullimus,bagobus,Bullimus bagobus,395.38,NA,NA,NA
445,Rodentia,Bullimus,gamay,Bullimus gamay,NA,NA,NA,NA
446,Rodentia,Bullimus,luzonicus,Bullimus luzonicus,NA,NA,NA,NA
447,Lagomorpha,Bunolagus,monticularis,Bunolagus monticularis,1750.01,3,NA,0.14
448,Rodentia,Bunomys,andrewsi,Bunomys andrewsi,NA,NA,NA,NA
449,Rodentia,Bunomys,chrysocomus,Bunomys chrysocomus,111.29,NA,NA,NA
450,Rodentia,Bunomys,coelestis,Bunomys coelestis,NA,NA,NA,NA
451,Rodentia,Bunomys,fratrorum,Bunomys fratrorum,130.31,NA,NA,NA
452,Rodentia,Bunomys,penitus,Bunomys penitus,NA,NA,NA,NA
453,Rodentia,Bunomys,prolatus,Bunomys prolatus,NA,NA,NA,NA
454,Primates,Bunopithecus,hoolock,Bunopithecus hoolock,6699,5,1,0.16
455,Diprotodontia,Burramys,parvus,Burramys parvus,44.27,5,2,NA
456,Cingulata,Cabassous,centralis,Cabassous centralis,3669.69,1,2,NA
457,Cingulata,Cabassous,chacoensis,Cabassous chacoensis,1490.01,1,1,NA
458,Cingulata,Cabassous,tatouay,Cabassous tatouay,5349.95,1,1,NA
459,Cingulata,Cabassous,unicinctus,Cabassous unicinctus,3987.97,1,2,NA
460,Primates,Cacajao,calvus,Cacajao calvus,3421.04,4,1,NA
461,Primates,Cacajao,melanocephalus,Cacajao melanocephalus,3121.58,3,1,NA
462,Paucituberculata,Caenolestes,caniventer,Caenolestes caniventer,40,3,1,NA
463,Paucituberculata,Caenolestes,condorensis,Caenolestes condorensis,47.81,1,1,NA
464,Paucituberculata,Caenolestes,convelatus,Caenolestes convelatus,31.56,1,1,NA
465,Paucituberculata,Caenolestes,fuliginosus,Caenolestes fuliginosus,28.64,4,1,NA
466,Afrosoricida,Calcochloris,leucorhinus,Calcochloris leucorhinus,NA,1,NA,NA
467,Afrosoricida,Calcochloris,obtusirostris,Calcochloris obtusirostris,24.05,1,1,NA
468,Afrosoricida,Calcochloris,tytonis,Calcochloris tytonis,NA,1,NA,NA
469,Primates,Callicebus,cupreus,Callicebus cupreus,1117.02,NA,1,NA
470,Primates,Callicebus,discolor,Callicebus discolor,NA,NA,NA,NA
471,Primates,Callicebus,donacophilus,Callicebus donacophilus,897.67,NA,1,NA
472,Primates,Callicebus,dubius,Callicebus dubius,992.4,NA,1,NA
473,Primates,Callicebus,hoffmannsi,Callicebus hoffmannsi,1067.61,NA,1,NA
474,Primates,Callicebus,lucifer,Callicebus lucifer,NA,NA,NA,NA
475,Primates,Callicebus,lugens,Callicebus lugens,NA,NA,NA,NA
476,Primates,Callicebus,medemi,Callicebus medemi,NA,NA,NA,NA
477,Primates,Callicebus,melanochir,Callicebus melanochir,NA,NA,NA,NA
478,Primates,Callicebus,modestus,Callicebus modestus,992.4,NA,1,NA
479,Primates,Callicebus,moloch,Callicebus moloch,958.13,3,1,0.02
480,Primates,Callicebus,nigrifrons,Callicebus nigrifrons,NA,NA,NA,NA
481,Primates,Callicebus,oenanthe,Callicebus oenanthe,992.4,NA,1,NA
482,Primates,Callicebus,olallae,Callicebus olallae,992.4,NA,1,NA
483,Primates,Callicebus,ornatus,Callicebus ornatus,NA,NA,NA,NA
484,Primates,Callicebus,pallescens,Callicebus pallescens,NA,NA,NA,NA
485,Primates,Callicebus,personatus,Callicebus personatus,1390.8,4,1,0.03
486,Primates,Callicebus,purinus,Callicebus purinus,NA,NA,NA,NA
487,Primates,Callicebus,regulus,Callicebus regulus,NA,NA,NA,NA
488,Primates,Callicebus,stephennashi,Callicebus stephennashi,NA,NA,NA,NA
489,Primates,Callicebus,torquatus,Callicebus torquatus,1209.57,4,1,0.11
490,Primates,Callicebus,baptista,Callicebus baptista,NA,NA,NA,NA
491,Primates,Callicebus,barbarabrownae,Callicebus barbarabrownae,NA,NA,NA,NA
492,Primates,Callicebus,bernhardi,Callicebus bernhardi,NA,NA,NA,NA
493,Primates,Callicebus,brunneus,Callicebus brunneus,850.84,NA,1,0.04
494,Primates,Callicebus,caligatus,Callicebus caligatus,992.4,NA,1,NA
495,Primates,Callicebus,cinerascens,Callicebus cinerascens,992.4,NA,1,NA
496,Primates,Callicebus,coimbrai,Callicebus coimbrai,NA,NA,NA,NA
497,Primates,Callimico,goeldii,Callimico goeldii,558,2,1,0.32
498,Rodentia,Callistomys,pictus,Callistomys pictus,518.99,NA,NA,NA
499,Primates,Callithrix,acariensis,Callithrix acariensis,NA,NA,NA,NA
500,Primates,Callithrix,argentata,Callithrix argentata,382.92,4,1,NA
501,Primates,Callithrix,aurita,Callithrix aurita,386.2,3,1,0.08
502,Primates,Callithrix,chrysoleuca,Callithrix chrysoleuca,NA,NA,NA,NA
503,Primates,Callithrix,emiliae,Callithrix emiliae,309.58,NA,NA,NA
504,Primates,Callithrix,flaviceps,Callithrix flaviceps,372.97,3,1,0.22
505,Primates,Callithrix,geoffroyi,Callithrix geoffroyi,342,NA,1,NA
506,Primates,Callithrix,humeralifera,Callithrix humeralifera,374.99,4,1,0.1
507,Primates,Callithrix,humilis,Callithrix humilis,NA,NA,NA,NA
508,Primates,Callithrix,intermedia,Callithrix intermedia,NA,NA,NA,0.19
509,Primates,Callithrix,jacchus,Callithrix jacchus,290.21,5,1,0.02
510,Primates,Callithrix,kuhlii,Callithrix kuhlii,374.99,4,1,0.06
511,Primates,Callithrix,leucippe,Callithrix leucippe,NA,NA,NA,NA
512,Primates,Callithrix,manicorensis,Callithrix manicorensis,NA,NA,NA,NA
513,Primates,Callithrix,marcai,Callithrix marcai,NA,NA,NA,NA
514,Primates,Callithrix,mauesi,Callithrix mauesi,443.79,4,1,NA
515,Primates,Callithrix,melanura,Callithrix melanura,NA,NA,NA,NA
516,Primates,Callithrix,nigriceps,Callithrix nigriceps,401.12,4,1,NA
517,Primates,Callithrix,penicillata,Callithrix penicillata,339.98,NA,1,0.01
518,Primates,Callithrix,pygmaea,Callithrix pygmaea,123.94,3,1,0.002117904
519,Primates,Callithrix,saterei,Callithrix saterei,NA,NA,NA,NA
520,Carnivora,Callorhinus,ursinus,Callorhinus ursinus,55464.82,6,2,NA
521,Rodentia,Callosciurus,adamsi,Callosciurus adamsi,208.72,6,1,NA
522,Rodentia,Callosciurus,albescens,Callosciurus albescens,NA,NA,NA,NA
523,Rodentia,Callosciurus,baluensis,Callosciurus baluensis,323.91,6,1,NA
524,Rodentia,Callosciurus,caniceps,Callosciurus caniceps,264.91,NA,1,0.01
525,Rodentia,Callosciurus,erythraeus,Callosciurus erythraeus,283.23,3,1,0.008950755
526,Rodentia,Callosciurus,finlaysonii,Callosciurus finlaysonii,NA,NA,1,NA
527,Rodentia,Callosciurus,inornatus,Callosciurus inornatus,NA,NA,NA,NA
528,Rodentia,Callosciurus,melanogaster,Callosciurus melanogaster,296,4,2,NA
529,Rodentia,Callosciurus,nigrovittatus,Callosciurus nigrovittatus,208.3,6,1,0.01
530,Rodentia,Callosciurus,notatus,Callosciurus notatus,209.49,6,1,0.02
531,Rodentia,Callosciurus,orestes,Callosciurus orestes,323.91,6,1,NA
532,Rodentia,Callosciurus,phayrei,Callosciurus phayrei,NA,NA,NA,NA
533,Rodentia,Callosciurus,prevostii,Callosciurus prevostii,400,6,1,NA
534,Rodentia,Callosciurus,pygerythrus,Callosciurus pygerythrus,NA,NA,1,NA
535,Rodentia,Callosciurus,quinquestriatus,Callosciurus quinquestriatus,NA,NA,NA,NA
536,Rodentia,Calomys,boliviae,Calomys boliviae,27,NA,NA,NA
537,Rodentia,Calomys,callidus,Calomys callidus,27,NA,NA,NA
538,Rodentia,Calomys,callosus,Calomys callosus,44.95,NA,2,NA
539,Rodentia,Calomys,expulsus,Calomys expulsus,39.86,NA,NA,NA
540,Rodentia,Calomys,hummelincki,Calomys hummelincki,27,NA,1,NA
541,Rodentia,Calomys,laucha,Calomys laucha,14,3,2,NA
542,Rodentia,Calomys,lepidus,Calomys lepidus,20.59,NA,1,NA
543,Rodentia,Calomys,musculinus,Calomys musculinus,20.2,3,1,NA
544,Rodentia,Calomys,sorellus,Calomys sorellus,20,NA,NA,NA
545,Rodentia,Calomys,tener,Calomys tener,13.8,NA,NA,NA
546,Rodentia,Calomys,tocantinsi,Calomys tocantinsi,NA,NA,NA,NA
547,Rodentia,Calomys,venustus,Calomys venustus,49.33,NA,NA,NA
548,Rodentia,Calomyscus,bailwardi,Calomyscus bailwardi,21.38,NA,NA,NA
549,Rodentia,Calomyscus,baluchi,Calomyscus baluchi,NA,NA,NA,NA
550,Rodentia,Calomyscus,elburzensis,Calomyscus elburzensis,NA,NA,NA,NA
551,Rodentia,Calomyscus,grandis,Calomyscus grandis,NA,NA,NA,NA
552,Rodentia,Calomyscus,hotsoni,Calomyscus hotsoni,NA,NA,NA,NA
553,Rodentia,Calomyscus,mystax,Calomyscus mystax,NA,NA,NA,NA
554,Rodentia,Calomyscus,tsolovi,Calomyscus tsolovi,NA,NA,NA,NA
555,Rodentia,Calomyscus,urartensis,Calomyscus urartensis,NA,NA,NA,NA
556,Diprotodontia,Caloprymnus,campestris,Caloprymnus campestris,927.57,NA,NA,NA
557,Didelphimorphia,Caluromys,derbianus,Caluromys derbianus,326.72,3,1,NA
558,Didelphimorphia,Caluromys,lanatus,Caluromys lanatus,350.33,4,2,NA
559,Didelphimorphia,Caluromys,philander,Caluromys philander,246.47,4,2,0.009960363
560,Didelphimorphia,Caluromysiops,irrupta,Caluromysiops irrupta,257.48,3,1,NA
561,Cingulata,Calyptophractus,retusus,Calyptophractus retusus,129.99,4,2,NA
562,Artiodactyla,Camelus,dromedarius,Camelus dromedarius,492714.47,3,1,196.32
563,Artiodactyla,Camelus,bactrianus,Camelus bactrianus,554515.91,2,1,NA
564,Carnivora,Canis,adustus,Canis adustus,10392.49,6,1,1.01
565,Carnivora,Canis,aureus,Canis aureus,9658.7,6,1,2.95
566,Carnivora,Canis,latrans,Canis latrans,11989.1,1,1,18.88
567,Carnivora,Canis,lupus,Canis lupus,31756.51,1,1,159.86
568,Carnivora,Canis,mesomelas,Canis mesomelas,8247.3,6,1,11.93
569,Carnivora,Canis,simensis,Canis simensis,14361.86,1,1,4.2
570,Rodentia,Cannomys,badius,Cannomys badius,472.07,NA,NA,NA
571,Rodentia,Cansumys,canus,Cansumys canus,NA,NA,NA,NA
572,Cetacea,Caperea,marginata,Caperea marginata,31999999.98,NA,NA,NA
573,Artiodactyla,Capra,caucasica,Capra caucasica,58149.52,NA,NA,NA
574,Artiodactyla,Capra,falconeri,Capra falconeri,54303.37,2,1,NA
575,Artiodactyla,Capra,hircus,Capra hircus,47386.47,2,NA,98.3
576,Artiodactyla,Capra,ibex,Capra ibex,69546.83,2,1,NA
577,Artiodactyla,Capra,nubiana,Capra nubiana,47763.72,NA,NA,NA
578,Artiodactyla,Capra,pyrenaica,Capra pyrenaica,60898.77,2,NA,0.64
579,Artiodactyla,Capra,sibirica,Capra sibirica,130000,NA,NA,NA
580,Artiodactyla,Capra,walie,Capra walie,100144.02,NA,1,NA
581,Artiodactyla,Capreolus,capreolus,Capreolus capreolus,22502.01,NA,1,0.52
582,Artiodactyla,Capreolus,pygargus,Capreolus pygargus,41371.03,NA,1,0.99
583,Artiodactyla,Capricornis,crispus,Capricornis crispus,43030.64,NA,NA,0.11
584,Artiodactyla,Capricornis,milneedwardsii,Capricornis milneedwardsii,NA,NA,NA,NA
585,Artiodactyla,Capricornis,rubidus,Capricornis rubidus,NA,NA,NA,NA
586,Artiodactyla,Capricornis,sumatraensis,Capricornis sumatraensis,110942.22,2,NA,NA
587,Artiodactyla,Capricornis,swinhoei,Capricornis swinhoei,NA,NA,NA,NA
588,Artiodactyla,Capricornis,thar,Capricornis thar,NA,NA,NA,NA
589,Lagomorpha,Caprolagus,hispidus,Caprolagus hispidus,2496.99,3,2,0.004121254
590,Rodentia,Capromys,gundlachianus,Capromys gundlachianus,NA,NA,NA,NA
591,Rodentia,Capromys,pilorides,Capromys pilorides,5200,3,1,NA
592,Carnivora,Caracal,caracal,Caracal caracal,11964.38,1,1,293.94
593,Rodentia,Cardiocranius,paradoxus,Cardiocranius paradoxus,NA,NA,1,NA
594,Chiroptera,Cardioderma,cor,Cardioderma cor,26.45,2,1,NA
595,Chiroptera,Carollia,brevicauda,Carollia brevicauda,14.85,1,1,NA
596,Chiroptera,Carollia,castanea,Carollia castanea,13.1,1,1,NA
597,Chiroptera,Carollia,colombiana,Carollia colombiana,NA,NA,NA,NA
598,Chiroptera,Carollia,perspicillata,Carollia perspicillata,19.23,3,1,NA
599,Chiroptera,Carollia,sowelli,Carollia sowelli,NA,NA,NA,NA
600,Chiroptera,Carollia,subrufa,Carollia subrufa,15.84,1,1,NA
601,Afrosoricida,Carpitalpa,arendsi,Carpitalpa arendsi,52.34,1,1,NA
602,Rodentia,Carpomys,melanurus,Carpomys melanurus,NA,NA,NA,NA
603,Rodentia,Carpomys,phaeurus,Carpomys phaeurus,NA,NA,NA,NA
604,Rodentia,Carterodon,sulcidens,Carterodon sulcidens,113.8,NA,2,NA
605,Rodentia,Caryomys,eva,Caryomys eva,NA,NA,NA,NA
606,Rodentia,Caryomys,inez,Caryomys inez,NA,NA,NA,NA
607,Chiroptera,Casinycteris,argynnis,Casinycteris argynnis,28.28,1,1,NA
608,Rodentia,Castor,canadensis,Castor canadensis,18124.41,3,3,0.06
609,Rodentia,Castor,fiber,Castor fiber,19000,1,NA,NA
610,Artiodactyla,Catagonus,wagneri,Catagonus wagneri,35566.4,6,1,7
611,Carnivora,Catopuma,badia,Catopuma badia,3429.52,NA,1,NA
612,Carnivora,Catopuma,temminckii,Catopuma temminckii,7726.46,1,1,NA
613,Rodentia,Cavia,aperea,Cavia aperea,524.38,1,2,0.000921587
614,Rodentia,Cavia,fulgida,Cavia fulgida,282.5,NA,1,NA
615,Rodentia,Cavia,intermedia,Cavia intermedia,NA,NA,NA,NA
616,Rodentia,Cavia,magna,Cavia magna,459.99,NA,1,NA
617,Rodentia,Cavia,porcellus,Cavia porcellus,727.99,NA,1,NA
618,Rodentia,Cavia,tschudii,Cavia tschudii,1000,NA,2,NA
619,Primates,Cebus,albifrons,Cebus albifrons,2509.68,5,2,0.53
620,Primates,Cebus,apella,Cebus apella,2758.38,6,2,0.88
621,Primates,Cebus,capucinus,Cebus capucinus,3005.99,4,2,0.35
622,Primates,Cebus,kaapori,Cebus kaapori,3000,NA,NA,NA
623,Primates,Cebus,libidinosus,Cebus libidinosus,NA,NA,NA,NA
624,Primates,Cebus,nigritus,Cebus nigritus,NA,4,2,1.47
625,Primates,Cebus,olivaceus,Cebus olivaceus,2787.64,4,2,1.7
626,Primates,Cebus,xanthosternos,Cebus xanthosternos,NA,NA,NA,NA
627,Chiroptera,Centronycteris,centralis,Centronycteris centralis,NA,NA,NA,NA
628,Chiroptera,Centronycteris,maximiliani,Centronycteris maximiliani,23,1,1,NA
629,Chiroptera,Centurio,senex,Centurio senex,23.09,1,1,NA
630,Artiodactyla,Cephalophus,niger,Cephalophus niger,19094.32,7,1,NA
631,Artiodactyla,Cephalophus,nigrifrons,Cephalophus nigrifrons,14676.33,4,1,NA
632,Artiodactyla,Cephalophus,ogilbyi,Cephalophus ogilbyi,18386.42,NA,NA,0.07
633,Artiodactyla,Cephalophus,rufilatus,Cephalophus rufilatus,12114.57,5,1,NA
634,Artiodactyla,Cephalophus,silvicultor,Cephalophus silvicultor,62006.6,5,1,NA
635,Artiodactyla,Cephalophus,spadix,Cephalophus spadix,56857.02,3,1,NA
636,Artiodactyla,Cephalophus,weynsi,Cephalophus weynsi,NA,NA,NA,NA
637,Artiodactyla,Cephalophus,zebra,Cephalophus zebra,15654.75,3,1,NA
638,Artiodactyla,Cephalophus,dorsalis,Cephalophus dorsalis,20000,4,1,0.27
639,Artiodactyla,Cephalophus,jentinki,Cephalophus jentinki,68489.54,4,NA,NA
640,Artiodactyla,Cephalophus,leucogaster,Cephalophus leucogaster,13208.69,5,1,NA
641,Artiodactyla,Cephalophus,natalensis,Cephalophus natalensis,12724.51,4,1,0.06
642,Artiodactyla,Cephalophus,adersi,Cephalophus adersi,9249.95,4,1,NA
643,Artiodactyla,Cephalophus,brookei,Cephalophus brookei,NA,NA,NA,NA
644,Artiodactyla,Cephalophus,callipygus,Cephalophus callipygus,19079.23,3,1,0.32
645,Cetacea,Cephalorhynchus,commersonii,Cephalorhynchus commersonii,72400,1,1,NA
646,Cetacea,Cephalorhynchus,eutropia,Cephalorhynchus eutropia,45000,1,1,NA
647,Cetacea,Cephalorhynchus,heavisidii,Cephalorhynchus heavisidii,39999.99,NA,1,NA
648,Cetacea,Cephalorhynchus,hectori,Cephalorhynchus hectori,49999.99,1,1,NA
649,Perissodactyla,Ceratotherium,simum,Ceratotherium simum,2285939.43,1,1,19.09
650,Diprotodontia,Cercartetus,caudatus,Cercartetus caudatus,23.05,3,3,NA
651,Diprotodontia,Cercartetus,concinnus,Cercartetus concinnus,15.96,NA,2,NA
652,Diprotodontia,Cercartetus,lepidus,Cercartetus lepidus,8.03,2,2,NA
653,Diprotodontia,Cercartetus,nanus,Cercartetus nanus,26.85,4,2,0.005564565
654,Primates,Cercocebus,agilis,Cercocebus agilis,7105.62,NA,NA,NA
655,Primates,Cercocebus,atys,Cercocebus atys,6941.24,NA,NA,NA
656,Primates,Cercocebus,chrysogaster,Cercocebus chrysogaster,NA,NA,NA,NA
657,Primates,Cercocebus,galeritus,Cercocebus galeritus,7077.66,2,2,0.51
658,Primates,Cercocebus,sanjei,Cercocebus sanjei,NA,NA,NA,NA
659,Primates,Cercocebus,torquatus,Cercocebus torquatus,7293.07,1,NA,NA
660,Primates,Cercopithecus,albogularis,Cercopithecus albogularis,NA,4,NA,0.13
661,Primates,Cercopithecus,ascanius,Cercopithecus ascanius,3540.24,4,NA,0.16
662,Primates,Cercopithecus,campbelli,Cercopithecus campbelli,3627.73,3,NA,0.01
663,Primates,Cercopithecus,cephus,Cercopithecus cephus,3444.88,3,1,0.24
664,Primates,Cercopithecus,denti,Cercopithecus denti,NA,NA,NA,NA
665,Primates,Cercopithecus,diana,Cercopithecus diana,4358.91,3,NA,1.25
